playlist_name,group,expected_tvg_id,actual_tvg_id,actual_tvg_name,epg_validated,duplicate_name_count,status
Т24,Познавательные,Xtexno-24,Xtexno-24,Т24,True,1,ok
myZen.tv HD,Познавательные,Xmyzen-tv,Xmyzen-tv,myZen.tv HD,True,1,ok
RTG TV,Познавательные,Xrtg-tv,Xrtg-tv,RTG TV,True,1,ok
Зоопарк,Познавательные,Xzoopark,Xzoopark,Зоопарк,True,1,ok
Кто Куда,Познавательные,Xmir-uvlecheniy,Xmir-uvlecheniy,Кто Куда,True,2,ok
Пёс и Ко,Познавательные,Xpes-i-ko,Xpes-i-ko,Пёс и Ко,True,1,ok
MM Открытия HD,Познавательные,Xminimax-otkritiya,Xminimax-otkritiya,MM Открытия HD,True,1,ok
Museum 4K,Познавательные,Xmuseum-4k,Xmuseum-4k,Museum 4K,True,1,ok
Глазами туриста 4K,Познавательные,Xglazami-turista-4k,Xglazami-turista-4k,Глазами туриста 4K,True,1,ok
Quadro 4K,Познавательные,Xquadro4k,Xquadro4k,Quadro 4K,True,1,ok
Орел и Решка,Познавательные,,,Орел и Решка,False,1,ok
Velilla TV CatTV 4K,Познавательные,velillatvcattv,velillatvcattv,Velilla TV CatTV 4K,True,1,ok
DITV 4К,Познавательные,,,DITV 4К,False,1,ok
DITV Дикая природа 4К,Познавательные,,,DITV Дикая природа 4К,False,1,ok
DITV Кулинария,Познавательные,,,DITV Кулинария,False,1,ok
Мультфільми для малечі HD,Детские,,,Мультфільми для малечі HD,False,1,ok
Gulli,Детские,Xgulli-girl,Xgulli-girl,Gulli,True,1,ok
Jim Jam,Детские,Xjimjam,Xjimjam,Jim Jam,True,1,ok
Baby TV,Детские,Xbaby-tv,Xbaby-tv,Baby TV,True,2,ok
Duck TV,Детские,Xducktv,Xducktv,Duck TV,True,1,ok
Tiji TV,Детские,Xtiji,Xtiji,Tiji TV,True,1,ok
СТС kids,Детские,Xsts-kids-hd,Xsts-kids-hd,СТС kids,True,1,ok
СТС Kids HD,Детские,Xsts-kids-hd,Xsts-kids-hd,СТС Kids HD,True,1,ok
Cartoon Network,Детские,XCartoon.Network.ro,XCartoon.Network.ro,Cartoon Network,True,3,ok
Cartoon Classics,Детские,Xcartoon-classics,Xcartoon-classics,Cartoon Classics,True,1,ok
NIKI Kids,Детские,Xniki-kids,Xniki-kids,NIKI Kids,True,1,ok
NIKI Junior,Детские,Xniki-junior,Xniki-junior,NIKI Junior,True,1,ok
Детский мир,Детские,Xdetsky-mir,Xdetsky-mir,Детский мир,True,1,ok
Уникум,Детские,Xdetsky,Xdetsky,Уникум,True,1,ok
Лёва HD,Детские,Xliova,Xliova,Лёва HD,True,1,ok
Magic Disney,Детские,Xmagic-disney,Xmagic-disney,Magic Disney,True,1,ok
Пингвин Лоло,Детские,Xpingvin-lolo,Xpingvin-lolo,Пингвин Лоло,True,1,ok
BCU Kids HD,Детские,,Xbcu-multzal,BCU Kids HD,False,1,ok
BCU Мультсериал,Детские,Xbcu-multserial,Xbcu-multserial,BCU Мультсериал,True,1,ok
BCU Kids+ HD,Детские,Xbcu-kids-plus,Xbcu-kids-plus,BCU Kids+ HD,True,1,ok
BCU Kids 4K,Детские,Xbcu-kids-4k,Xbcu-kids-4k,BCU Kids 4K,True,1,ok
BCU Little HD,Детские,Xbcu-little,Xbcu-little,BCU Little HD,True,1,ok
KBC-Союзмультзал,Детские,X39798,X39798,KBC-Союзмультзал,True,1,ok
KBC-Family Animation HD,Детские,X38589,X38589,KBC-Family Animation HD,True,1,ok
YOSSO TV Kids,Детские,Xyosso-kids,Xyosso-kids,YOSSO TV Kids,True,1,ok
Kids TV,Детские,Xkidstv,Xkidstv,Kids TV,True,1,ok
Умка,Детские,Xumka,Xumka,Умка,True,1,ok
Карусель,Детские,Xkarusel,Xkarusel,Карусель,True,1,ok
Мульт,Детские,Xmult,Xmult,Мульт,True,1,ok
Мультимания,Детские,Xmultimania,Xmultimania,Мультимания,True,1,ok
СуперГерои,Детские,Xmalysh,Xmalysh,СуперГерои,True,1,ok
В гостях у сказки,Детские,Xv-gostiax-u-skazki,Xv-gostiax-u-skazki,В гостях у сказки,True,1,ok
Пиксель HD,Детские,Xpixel,Xpixel,Пиксель HD,True,1,ok
Пиксель,Детские,Xpixel,Xpixel,Пиксель,True,1,ok
MYTV  Kids,Детские,XMyTVmytvkids-4,XMyTVmytvkids-4,MYTV  Kids,True,1,ok
Плюс Плюс,Детские,Xplusplus,Xplusplus,Плюс Плюс,True,1,ok
Da Vinci Learning,Детские,Xda-vinci,Xda-vinci,Da Vinci Learning,True,1,ok
Sweet Мультфільми HD,Детские,sweet-multfilmi,sweet-multfilmi,Sweet Мультфільми HD,True,1,ok
Ani,Детские,Xani,Xani,Ani,True,1,ok
Cine+ Kids,Детские,Xcine-plus-kids,Xcine-plus-kids,Cine+ Kids,True,1,ok
Капитан Фантастика,Детские,Xginger-hd,Xginger-hd,Капитан Фантастика,True,1,ok
2x2,Детские,X2na2,X2na2,2x2,True,1,ok
Ералаш,Детские,4775,4775,Ералаш,True,1,ok
KinoKazka,Детские,Xkinokazka,Xkinokazka,KinoKazka,True,1,ok
Мама,Детские,Xmama,Xmama,Мама,True,1,ok
Чижик,Детские,Xchizhik,Xchizhik,Чижик,True,1,ok
Радость моя,Детские,Xradost-moya,Xradost-moya,Радость моя,True,1,ok
Детское кино HD,Детские,Xdetskoe-kino,Xdetskoe-kino,Детское кино HD,True,1,ok
О!,Детские,Xo_,Xo_,О!,True,1,ok
ТипТоп HD,Детские,Xtiptop,Xtiptop,ТипТоп HD,True,1,ok
Lale,Детские,xlale,xlale,Lale,True,1,ok
Cartoons 90,Детские,Xcartoons-90,Xcartoons-90,Cartoons 90,True,1,ok
Cartoons Short,Детские,Xcartoons-short,Xcartoons-short,Cartoons Short,True,1,ok
Cartoons Big,Детские,Xcartoons-big,Xcartoons-big,Cartoons Big,True,1,ok
FAN HD,Детские,Xfanhd,Xfanhd,FAN HD,True,1,ok
BOX Anime HD,Детские,Xbox-anime,Xbox-anime,BOX Anime HD,True,1,ok
BOX M.Serial HD,Детские,Xbox-m-serial,Xbox-m-serial,BOX M.Serial HD,True,1,ok
MM USSR Сказки HD,Детские,Xminimax-ussr-skazki,Xminimax-ussr-skazki,MM USSR Сказки HD,True,1,ok
MM Walt Disney HD,Детские,Xminimax-walt-disney,Xminimax-walt-disney,MM Walt Disney HD,True,1,ok
CineMan KIDS 4K,Детские,Xcineman-kids4k,Xcineman-kids4k,CineMan KIDS 4K,True,1,ok
KLI Мультики HD,Детские,Kklimult,Kklimult,KLI Мультики HD,True,1,ok
KLI Looney Tunes,Детские,99935,99935,KLI Looney Tunes,True,1,ok
KLI Tom and Jerry,Детские,99934,99934,KLI Tom and Jerry,True,1,ok
KLI Альф,Детские,99937,99937,KLI Альф,True,1,ok
KLI Винни Пух и его друзья,Детские,99931,99931,KLI Винни Пух и его друзья,True,1,ok
KLI Простоквашино,Детские,99932,99932,KLI Простоквашино,True,1,ok
KLI Лунтик,Детские,99930,99930,KLI Лунтик,True,1,ok
KLI Утиные Истории,Детские,99929,99929,KLI Утиные Истории,True,1,ok
KLI Черепашки-Ниндзя,Детские,99933,99933,KLI Черепашки-Ниндзя,True,1,ok
KLI Черный Плащ,Детские,99927,99927,KLI Черный Плащ,True,1,ok
KLI Чип и Дейл,Детские,99928,99928,KLI Чип и Дейл,True,1,ok
KLI Kids FHD,Детские,99914,99914,KLI Kids FHD,True,1,ok
CPS Cartoon,Детские,cps-cartoon,cps-cartoon,CPS Cartoon,True,1,ok
Velilla TV Cartoons Disney 4K,Детские,,cartoonsdisney,Velilla TV Cartoons Disney 4K,False,1,ok
Velilla TV Детский HD,Детские,velillatvdetskiy,velillatvdetskiy,Velilla TV Детский HD,True,1,ok
Velilla TV Том и Джерри HD,Детские,tomandjerry,tomandjerry,Velilla TV Том и Джерри HD,True,1,ok
DITV Союзмултфилм,Детские,,,,False,1,ok
DITV Сборник мультфильмов сказок,Детские,,,,False,1,ok
DITV Детский канал,Детские,,,,False,1,ok
DITV Детский досуг,Детские,,,,False,1,ok
DITV Фиксики  4К,Детские,,,,False,1,ok
DITV Мультфильмы для малышей,Детские,,,,False,1,ok
КВН ТВ,Разное,Xkvn-tv,Xkvn-tv,КВН ТВ,True,1,ok
ТВОЁ ТВ HD - ЮМОР,Разное,Xtvoetv-humor,Xtvoetv-humor,ТВОЁ ТВ HD - ЮМОР,True,1,ok
ТВОЁ ТВ HD,Разное,Xtvoyo-tv-hd,Xtvoyo-tv-hd,ТВОЁ ТВ HD,True,1,ok
Luxury HD,Разное,Xluxury-hd,Xluxury-hd,Luxury HD,True,1,ok
Зал суда,Разное,Xzal-suda,Xzal-suda,Зал суда,True,1,ok
НТВ Право,Разное,Xntv-pravo,Xntv-pravo,НТВ Право,True,1,ok
Бобер,Разное,Xbobior,Xbobior,Бобер,True,1,ok
Закон,Разное,Xzakon-tv,Xzakon-tv,Закон,True,1,ok
8 канал,Разное,X8kanal-eu,X8kanal-eu,8 канал,True,1,ok
Fashion TV HD,Разное,Xfashion-tv,Xfashion-tv,Fashion TV HD,True,1,ok
FashionBox,Разное,Xfashionbox-hd,Xfashionbox-hd,FashionBox,True,1,ok
Доктор,Разное,Xdoktor,Xdoktor,Доктор,True,1,ok
Здоровое ТВ,Разное,Xzdorovoe-tv,Xzdorovoe-tv,Здоровое ТВ,True,1,ok
Театр,Разное,Xteatr,Xteatr,Театр,True,1,ok
Кухня ТВ,Разное,Xkuxnia-tv,Xkuxnia-tv,Кухня ТВ,True,1,ok
FoodTime,Разное,Xeda-hd,Xeda-hd,FoodTime,True,1,ok
Первый вегетарианский,Разное,Xpervy-vegetariansky,Xpervy-vegetariansky,Первый вегетарианский,True,1,ok
Food Network HD,Разное,,Xfood-network,Food Network HD,False,1,ok
Союз,Разное,Xsoyuz,Xsoyuz,Союз,True,1,ok
Ретро,Разное,Xretro-tv,Xretro-tv,Ретро,True,1,ok
ТБН,Разное,Xtbn-ru,Xtbn-ru,ТБН,True,1,ok
Успех,Разное,Xuspex,Xuspex,Успех,True,1,ok
Ностальгия,Разное,Xnostalgia,Xnostalgia,Ностальгия,True,1,ok
Живи!,Разное,Xzhivi,Xzhivi,Живи!,True,1,ok
Сарафан,Разное,Xsarafan,Xsarafan,Сарафан,True,1,ok
Телеканал СПАС,Разное,Xspas,Xspas,Телеканал СПАС,True,1,ok
Три Ангела,Разное,Xtri-angela,Xtri-angela,Три Ангела,True,1,ok
Angel TV,Разное,Xangel-tv,Xangel-tv,Angel TV,True,1,ok
EWTN Украина,Разное,Xewtn-ua,Xewtn-ua,EWTN Украина,True,1,ok
English Club TV,Разное,Xenglish-club-tv,Xenglish-club-tv,English Club TV,True,1,ok
CNN,Новости,Xcnn,Xcnn,CNN,True,2,ok
CNBC,Новости,Xcnbc-europe,Xcnbc-europe,CNBC,True,1,ok
Euronews EN,Новости,Xeuronews-en,Xeuronews-en,Euronews EN,True,1,ok
Bloomberg,Новости,Xbloomberg,Xbloomberg,Bloomberg,True,1,ok
RT Doc,Новости,Xrtd-ru,Xrtd-ru,RT Doc,True,1,ok
Мир 24,Новости,Xmir-24,Xmir-24,Мир 24,True,1,ok
Russia Today,Новости,Xrussia-today,Xrussia-today,Russia Today,True,1,ok
France 24,Новости,Xfrance-24,Xfrance-24,France 24,True,1,ok
Russia Today Doc HD,Новости,Xrussia-today,Xrussia-today,Russia Today Doc HD,True,1,ok
Дождь,Новости,Xdozhd,Xdozhd,Дождь,True,1,ok
4ever Music HD,Музыкальные,X4ever-music,X4ever-music,4ever Music HD,True,1,ok
Жара HD,Музыкальные,Xzhara,Xzhara,Жара HD,True,1,ok
Жара,Музыкальные,Xzhara,Xzhara,Жара,True,1,ok
МУЗ,Музыкальные,Xmuztv,Xmuztv,МУЗ,True,1,ok
Fon Music,Музыкальные,Xtnt-music,Xtnt-music,Fon Music,True,1,ok
Европа Плюс ТВ,Музыкальные,Xeuropa-plus-tv,Xeuropa-plus-tv,Европа Плюс ТВ,True,1,ok
Megogo Live HD,Музыкальные,Xmegogo-live,Xmegogo-live,Megogo Live HD,True,1,ok
Bridge TV hits,Музыкальные,Xbridge-tv-dance,Xbridge-tv-dance,Bridge TV hits,True,1,ok
Bridge TV Rock,Музыкальные,Xbridge-tv-rock,Xbridge-tv-rock,Bridge TV Rock,True,1,ok
Bridge TV Classic,Музыкальные,Xbridge-tv-classic,Xbridge-tv-classic,Bridge TV Classic,True,1,ok
Bridge TV Deluxe,Музыкальные,Xbridge-hd,Xbridge-hd,Bridge TV Deluxe,True,1,ok
Bridge TV,Музыкальные,Xbridge-tv,Xbridge-tv,Bridge TV,True,1,ok
Bridge TV Шлягер,Музыкальные,Xbridge-tv-shlager,Xbridge-tv-shlager,Bridge TV Шлягер,True,1,ok
360 Tune Box HD,Музыкальные,X360-tunebox,X360-tunebox,360 Tune Box HD,True,1,ok
InRating TV HD,Музыкальные,Xinrating,Xinrating,InRating TV HD,True,1,ok
Muzvar HD,Музыкальные,Xmuzwar,Xmuzwar,Muzvar HD,True,1,ok
Trace Urban HD,Музыкальные,Xtrace-urban,Xtrace-urban,Trace Urban HD,True,1,ok
Trace Brazil,Музыкальные,,Xtrace-brasil,Trace Brazil,False,1,ok
Trace Latina,Музыкальные,Xtrace-latina-fr,Xtrace-latina-fr,Trace Latina,True,1,ok
Mezzo,Музыкальные,Xmezzo,Xmezzo,Mezzo,True,1,ok
Mezzo Live HD,Музыкальные,Xmezzo-live-hd,Xmezzo-live-hd,Mezzo Live HD,True,1,ok
Classic Music HD,Музыкальные,Xclassic-music,Xclassic-music,Classic Music HD,True,1,ok
Шансон ТВ,Музыкальные,Xshanson-tv,Xshanson-tv,Шансон ТВ,True,1,ok
Мультимузыка,Музыкальные,Xmultimuzyka,Xmultimuzyka,Мультимузыка,True,1,ok
RU.TV,Музыкальные,Xru-tv-by,Xru-tv-by,RU.TV,True,2,ok
Музыка,Музыкальные,Xmuzyka-pervogo,Xmuzyka-pervogo,Музыка,True,1,ok
Music Box,Музыкальные,Xmusicbox,Xmusicbox,Music Box,True,1,ok
M1 HD,Музыкальные,Xm1-ua,Xm1-ua,M1 HD,True,1,ok
M2 HD,Музыкальные,Xm2-ua,Xm2-ua,M2 HD,True,1,ok
О2ТВ,Музыкальные,Xo2tv,Xo2tv,О2ТВ,True,1,ok
Ля-минор,Музыкальные,Xla-minor,Xla-minor,Ля-минор,True,1,ok
Bridge TV русский хит,Музыкальные,Xbridge-tv-ruxit,Xbridge-tv-ruxit,Bridge TV русский хит,True,1,ok
MCM Top,Музыкальные,Xmcm-top,Xmcm-top,MCM Top,True,1,ok
Viva Latino,Музыкальные,Viva Latino,Viva Latino,Viva Latino,True,1,ok
Black,Музыкальные,Xsony-turbo,Xsony-turbo,Black,True,1,ok
Наше Ретро,Музыкальные,#НАШЕ ретро,#НАШЕ ретро,Наше Ретро,True,1,ok
Наше music HD,Музыкальные,Xnashe,Xnashe,Наше music HD,True,1,ok
MusicBox UA HD,Музыкальные,Xmusicbox-ua-hd,Xmusicbox-ua-hd,MusicBox UA HD,True,1,ok
UA.Music HD,Музыкальные,ua-music,ua-music,UA.Music HD,True,1,ok
EU Music HD,Музыкальные,eu-music,eu-music,EU Music HD,True,1,ok
Новое Радио,Музыкальные,Новое Радио,Новое Радио,Новое Радио,True,1,ok
Страна FM,Музыкальные,Xradio-strana-fm-tv,Xradio-strana-fm-tv,Страна FM,True,1,ok
Stars.TV,Музыкальные,Xstars-tv,Xstars-tv,Stars.TV,True,1,ok
100% NL,Музыкальные,,,100% NL,False,1,ok
Легенды Ретро FM,Музыкальные,,,Легенды Ретро FM,False,1,ok
Матур ТВ,Музыкальные,Xmatur-tv,Xmatur-tv,Матур ТВ,True,1,ok
V2Beat TV Live,Музыкальные,,,V2Beat TV Live,False,1,ok
Now Rock,Музыкальные,now-rock,now-rock,Now Rock,True,1,ok
Now 80s,Музыкальные,NOW 80s,NOW 80s,Now 80s,True,1,ok
Now 70s,Музыкальные,NOW 70s,NOW 70s,Now 70s,True,1,ok
Первый Музыкальный BY,Музыкальные,Xonemuz,Xonemuz,Первый Музыкальный BY,True,1,ok
Happy Radio,Музыкальные,,,Happy Radio,False,1,ok
Етно HD,Музыкальные,Етно HD,Етно HD,Етно HD,True,1,ok
4Fun Kids,Музыкальные,X4fun-gold,X4fun-gold,4Fun Kids,True,1,ok
4Fun Dance,Музыкальные,X4fun-dance,X4fun-dance,4Fun Dance,True,1,ok
4fun.TV,Музыкальные,X4fun,X4fun,4fun.TV,True,1,ok
KroneHit TV,Музыкальные,Kronehit HD,Kronehit HD,KroneHit TV,True,1,ok
Impact TV Dance,Музыкальные,,,Impact TV Dance,False,1,ok
DANCE HITS 80,Музыкальные,Dance Hits 80,Dance Hits 80,DANCE HITS 80,True,1,ok
Deluxe Music HD,Музыкальные,ch237,ch237,Deluxe Music HD,True,1,ok
Deluxe Rap HD,Музыкальные,Deluxe.Rap.de,Deluxe.Rap.de,Deluxe Rap HD,True,1,ok
BOX_MUSIC2_4K,Музыкальные,,,BOX_MUSIC2_4K,False,1,ok
Best of Dance TV,Музыкальные,,,Best of Dance TV,False,1,ok
Oxygen Music,Музыкальные,,,Oxygen Music,False,1,ok
Deep House District,Музыкальные,,,Deep House District,False,1,ok
Tech House | Algorhythm,Музыкальные,,,Tech House | Algorhythm,False,1,ok
House Floor,Музыкальные,,,House Floor,False,1,ok
MNML | The deeper side of Tech and House,Музыкальные,,,MNML | The deeper side of Tech and House,False,1,ok
Музыка 1 International,Музыкальные,Музыка 1,Музыка 1,Музыка 1 International,True,1,ok
Музыка 2 International,Музыкальные,Музыка 2,Музыка 2,Музыка 2 International,True,1,ok
EDM Mainstage,Музыкальные,,,EDM Mainstage,False,1,ok
Deluxe Music,Музыкальные,ch237,ch237,Deluxe Music,True,1,ok
Ment Pop,Музыкальные,Ment Pop HD,Ment Pop HD,Ment Pop,True,2,ok
Kino Polska Muzyka PL,Музыкальные,Xkinopolskamuz-int,Xkinopolskamuz-int,Kino Polska Muzyka PL,True,1,ok
Ocko tv MUSIK,Музыкальные,,,Ocko tv MUSIK,False,1,ok
Company TV,Музыкальные,,,Company TV,False,1,ok
Kiss Kiss,Музыкальные,Kiss Kiss,Kiss Kiss,Kiss Kiss,True,1,ok
Eska TV HD,Музыкальные,Xeskatv,Xeskatv,Eska TV HD,True,1,ok
Eska Rock TV HD,Музыкальные,Xeskatv-rock,Xeskatv-rock,Eska Rock TV HD,True,1,ok
KBC-НАШ ROCK,Музыкальные,X39824,X39824,KBC-НАШ ROCK,True,1,ok
YOSSO TV Music Hits,Музыкальные,Xyosso-musichits,Xyosso-musichits,YOSSO TV Music Hits,True,1,ok
BOX Music 4K,Музыкальные,Xbox-music-4k,Xbox-music-4k,BOX Music 4K,True,1,ok
Clarity4K Ukrainian music,Музыкальные,,,Clarity4K Ukrainian music,False,1,ok
RFM TV,Музыкальные,,,RFM TV,False,1,ok
1HD Music,Музыкальные,1hd,1hd,1HD Music,True,1,ok
Energy Music,Музыкальные,,,Energy Music,False,1,ok
Total Music Dance,Музыкальные,,,Total Music Dance,False,1,ok
Total Music Concerts,Музыкальные,,,Total Music Concerts,False,1,ok
Total Music 2000s,Музыкальные,,,Total Music 2000s,False,1,ok
MIXM HD,Музыкальные,MIXM TV,MIXM TV,MIXM HD,True,1,ok
Impact TV 2,Музыкальные,,,Impact TV 2,False,1,ok
Tele 7 Music,Музыкальные,,,Tele 7 Music,False,1,ok
Activa T,Музыкальные,,,Activa T,False,1,ok
Hype Radio TV,Музыкальные,,,Hype Radio TV,False,1,ok
Enjoy Television,Музыкальные,,,Enjoy Television,False,1,ok
Radio Contact,Музыкальные,,,Radio Contact,False,1,ok
VIVA H,Музыкальные,,,VIVA H,False,1,ok
VEVO 90S,Музыкальные,,,VEVO 90S,False,1,ok
Retro Plus Senal Dos,Музыкальные,,,Retro Plus Senal Dos,False,1,ok
Fun Radio TV,Музыкальные,,,Fun Radio TV,False,1,ok
PAI Музика,Музыкальные,,,PAI Музика,False,1,ok
Muzzik TV,Музыкальные,,,Muzzik TV,False,1,ok
538 T,Музыкальные,,,538 T,False,1,ok
RITSA TV,Музыкальные,RITSA TV HD,RITSA TV HD,RITSA TV,True,1,ok
RTL 102.5 Disco,Музыкальные,,,RTL 102.5 Disco,False,1,ok
RTL 102.4 Radio Zeta,Музыкальные,,,RTL 102.4 Radio Zeta,False,1,ok
MTV Live US,Музыкальные,,,MTV Live US,False,1,ok
VeleS Магнитофон,Музыкальные,veles-magnitofon,veles-magnitofon,VeleS Магнитофон,True,1,ok
Kiss HD,Музыкальные,Kiss,Kiss,Kiss HD,True,1,ok
M2o TV,Музыкальные,m2o TV,m2o TV,M2o TV,True,1,ok
IBIZA TV,Музыкальные,,,IBIZA TV,False,1,ok
Zeruno TV,Музыкальные,,,Zeruno TV,False,1,ok
TMF Rus,Музыкальные,TMF,TMF,TMF Rus,True,1,ok
Music Box Dance,Музыкальные,musicbox-dance,musicbox-dance,Music Box Dance,True,1,ok
